연월,BPU,쿠폰명,쿠폰ID,쿠폰유형,쿠폰할인
2025-01-01,e-영업1,[제휴전용] 12% 할인(IE),CPN703554,일반,2158245.0
2025-01-01,e-영업1,네이버쇼핑 10% 할인(남성),CPN676906,일반,-239045.0
2025-01-01,e-영업2,[제휴전용] 10%추가할인 (이월 ACC),CPN383518,플러스,18940718.0
2025-01-01,e-영업2,[제휴전용] 7%추가할인 (이월 남성),CPN409203,플러스,11465145.0
2025-01-01,e-영업2,[제휴전용] 9%추가할인 (이월 여성),CPN409202,플러스,10521664.0
2025-01-01,e-영업2,[제휴전용] 7%추가할인 (이월 여성),CPN409201,플러스,8201982.0
2025-01-01,e-영업2,[윈터슈퍼세일] 네이버 10% 플러스쿠폰 (최대 5만원 할인),CPN1139988,플러스,3845336.0
2025-01-01,e-영업2,[제휴전용] 9%추가할인 (이월 남성),CPN409204,플러스,3477573.0
2025-01-01,e-영업2,[제휴할인] 5%추가할인 (이월 남성),CPN383907,플러스,3177100.0
2025-01-01,e-영업1,[제휴전용] 10%추가할인 (골프/스포츠),CPN413857,플러스,2650345.0
2025-01-01,e-영업2,[제휴전용] 8%추가할인 (이월 골프),CPN383905,플러스,1252009.0
2025-01-01,e-영업2,[제휴전용] 8%추가할인 (이월 슈즈),CPN384029,플러스,1125727.0
2025-01-01,e-영업1,[윈터슈퍼세일] 네이버 10% 플러스쿠폰 (최대 5만원 할인),CPN1139988,플러스,1034509.0
2025-01-01,e-영업1,[설프라이즈] 네이버 5% 플러스쿠폰 (최대 5만원 할인),CPN1154102,플러스,822182.0
2025-01-01,e-영업2,[제휴전용] 4%추가할인 (이월 여성),CPN384742,플러스,742836.0
2025-01-01,e-영업1,[설 선물] 네이버 플러스 8% 쿠폰,CPN1144940,플러스,682000.0
2025-01-01,e-영업2, 네이버 10% 플러스 쿠폰 (15만원이상/최대5만원할인),CPN1131069,플러스,518691.0
2025-01-01,e-영업1,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1135141,플러스,491336.0
2025-01-01,e-영업2,[설 선물] 네이버 플러스 8% 쿠폰,CPN1144940,플러스,478691.0
2025-01-01,e-영업1, 네이버 10% 플러스 쿠폰 (15만원이상/최대5만원할인),CPN1131069,플러스,356236.0
2025-01-01,e-영업2,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1135141,플러스,328900.0
2025-01-01,e-영업1,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1153723,플러스,319936.0
2025-01-01,e-영업2,[설프라이즈] 네이버 5% 플러스쿠폰 (최대 5만원 할인),CPN1154102,플러스,298327.0
2025-01-01,e-영업2,[제휴전용] 8% 추가할인 (이월 골프),CPN514212,플러스,241591.0
2025-01-01,e-영업2,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1153723,플러스,182845.0
2025-01-01,e-영업2,[윈터슈퍼세일] 10% 플러스쿠폰 (최대 5만원 할인),CPN1139996,플러스,182127.0
2025-01-01,e-영업2,[윈터슈퍼세일] 네이버 8% 플러스쿠폰 (최대 5만원 할인),CPN1139999,플러스,158100.0
2025-01-01,e-영업1,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1154205,플러스,148927.0
2025-01-01,e-영업3,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1153723,플러스,146845.0
2025-01-01,e-영업3,[설 선물] 네이버 플러스 8% 쿠폰,CPN1144940,플러스,141227.0
2025-01-01,e-영업2,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1154205,플러스,127182.0
2025-01-01,e-영업2,[설 선물] 플러스 8% 쿠폰,CPN1145005,플러스,122045.0
2025-01-01,e-영업3,[설프라이즈] 네이버 5% 플러스쿠폰 (최대 5만원 할인),CPN1154102,플러스,97255.0
2025-01-01,e-영업1,[제휴전용] 8%추가할인 (골프/스포츠),CPN402093,플러스,97045.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)17020원 할인,NCPN0001702,플러스,92836.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)12170원 할인,NCPN0001217,플러스,77445.0
2025-01-01,e-영업2,[WEEKEND SALE] 플러스 7% 쿠폰,CPN1135178,플러스,76182.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)20490원 할인,NCPN0002049,플러스,74509.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)25850원 할인,NCPN0002585,플러스,70500.0
2025-01-01,e-영업2,[설프라이즈] 5% 플러스쿠폰 (최대 5만원 할인),CPN1154137,플러스,70436.0
2025-01-01,e-영업2, 네이버 8% 플러스 쿠폰 (8만원 이상/최대 5만원 할인),CPN1131066,플러스,66118.0
2025-01-01,e-영업1,[윈터슈퍼세일] 네이버 8% 플러스쿠폰 (최대 5만원 할인),CPN1139999,플러스,64073.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)17560원 할인,NCPN0001756,플러스,63855.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)34120원 할인,NCPN0003412,플러스,62036.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)67450원 할인,NCPN0006745,플러스,61318.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)33470원 할인,NCPN0003347,플러스,60855.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)14690원 할인,NCPN0001469,플러스,53418.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)29280원 할인,NCPN0002928,플러스,53236.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)18260원 할인,NCPN0001826,플러스,49800.0
2025-01-01,e-영업2,[WEEKEND SALE] 플러스 7% 쿠폰,CPN1154209,플러스,48873.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)10630원 할인,NCPN0001063,플러스,48318.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)17560원 할인,NCPN0001756,플러스,47891.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)26320원 할인,NCPN0002632,플러스,47855.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)25940원 할인,NCPN0002594,플러스,47164.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)25850원 할인,NCPN0002585,플러스,47000.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)16120원 할인,NCPN0001612,플러스,43964.0
2025-01-01,e-영업3,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1135141,플러스,43073.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)23550원 할인,NCPN0002355,플러스,42818.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)7810원 할인,NCPN0000781,플러스,42600.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)22990원 할인,NCPN0002299,플러스,41800.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)15040원 할인,NCPN0001504,플러스,41018.0
2025-01-01,e-영업2, 10% 플러스 쿠폰 (15만원이상/최대5만원할인),CPN1131070,플러스,38718.0
2025-01-01,e-영업1,[설프라이즈] 5% 플러스쿠폰 (최대 5만원 할인),CPN1154137,플러스,37609.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)40510원 할인,NCPN0004051,플러스,36827.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)19910원 할인,NCPN0001991,플러스,36200.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)9800원 할인,NCPN0000980,플러스,35636.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)38310원 할인,NCPN0003831,플러스,34827.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)37020원 할인,NCPN0003702,플러스,33655.0
2025-01-01,e-영업2,[제휴전용] 5%추가할인 (이월 ACC),CPN509567,플러스,33518.0
2025-01-01,e-영업1, 네이버 8% 플러스 쿠폰 (8만원 이상/최대 5만원 할인),CPN1131066,플러스,32018.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)11450원 할인,NCPN0001145,플러스,31227.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)15990원 할인,NCPN0001599,플러스,29073.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)29050원 할인,NCPN0002905,플러스,26409.0
2025-01-01,e-영업1,[설 선물] 플러스 8% 쿠폰,CPN1145005,플러스,24727.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)13440원 할인,NCPN0001344,플러스,24436.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)8960원 할인,NCPN0000896,플러스,24436.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)26660원 할인,NCPN0002666,플러스,24236.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)13230원 할인,NCPN0001323,플러스,24055.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)26300원 할인,NCPN0002630,플러스,23909.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)12650원 할인,NCPN0001265,플러스,23000.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)12640원 할인,NCPN0001264,플러스,22982.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)24960원 할인,NCPN0002496,플러스,22691.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)23230원 할인,NCPN0002323,플러스,21118.0
2025-01-01,e-영업1, 네이버 5% 플러스 쿠폰 (최대 5만원 할인),CPN1131019,플러스,20436.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)10930원 할인,NCPN0001093,플러스,19873.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)21810원 할인,NCPN0002181,플러스,19827.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)5210원 할인,NCPN0000521,플러스,18945.0
2025-01-01,e-영업1,[WEEKEND SALE] 플러스 7% 쿠폰,CPN1153736,플러스,18782.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)19560원 할인,NCPN0001956,플러스,17782.0
2025-01-01,e-영업1, 10% 플러스 쿠폰 (15만원이상/최대5만원할인),CPN1131070,플러스,17673.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)9670원 할인,NCPN0000967,플러스,17582.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)18640원 할인,NCPN0001864,플러스,16945.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)18240원 할인,NCPN0001824,플러스,16582.0
2025-01-01,e-영업2,[WEEKEND SALE] 플러스 7% 쿠폰,CPN1153736,플러스,16582.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)9030원 할인,NCPN0000903,플러스,16418.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)17960원 할인,NCPN0001796,플러스,16327.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)8590원 할인,NCPN0000859,플러스,15618.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)16830원 할인,NCPN0001683,플러스,15300.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)16690원 할인,NCPN0001669,플러스,15173.0
2025-01-01,e-영업2, 네이버 5% 플러스 쿠폰 (최대 5만원 할인),CPN1131019,플러스,15009.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)16420원 할인,NCPN0001642,플러스,14927.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)15990원 할인,NCPN0001599,플러스,14536.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)7930원 할인,NCPN0000793,플러스,14418.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)15810원 할인,NCPN0001581,플러스,14373.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)15510원 할인,NCPN0001551,플러스,14100.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)15500원 할인,NCPN0001550,플러스,14091.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)15220원 할인,NCPN0001522,플러스,13836.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)15020원 할인,NCPN0001502,플러스,13655.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)14910원 할인,NCPN0001491,플러스,13555.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)14910원 할인,NCPN0001491,플러스,13555.0
2025-01-01,e-영업4,[아듀세일] 네이버 10% 플러스쿠폰,CPN1111988,플러스,13500.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)14770원 할인,NCPN0001477,플러스,13427.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)14770원 할인,NCPN0001477,플러스,13427.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)14510원 할인,NCPN0001451,플러스,13191.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)14370원 할인,NCPN0001437,플러스,13064.0
2025-01-01,e-영업2,[윈터슈퍼세일] 8% 플러스쿠폰 (최대 5만원 할인),CPN1140034,플러스,12782.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)14030원 할인,NCPN0001403,플러스,12755.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)13620원 할인,NCPN0001362,플러스,12382.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)6790원 할인,NCPN0000679,플러스,12345.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)13480원 할인,NCPN0001348,플러스,12255.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)13480원 할인,NCPN0001348,플러스,12255.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)13430원 할인,NCPN0001343,플러스,12209.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)13170원 할인,NCPN0001317,플러스,11973.0
2025-01-01,e-영업3,[설프라이즈] 5% 플러스쿠폰 (최대 5만원 할인),CPN1154137,플러스,11955.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)12890원 할인,NCPN0001289,플러스,11718.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)12860원 할인,NCPN0001286,플러스,11691.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)12550원 할인,NCPN0001255,플러스,11409.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)12430원 할인,NCPN0001243,플러스,11300.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)6130원 할인,NCPN0000613,플러스,11145.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)6060원 할인,NCPN0000606,플러스,11018.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)11950원 할인,NCPN0001195,플러스,10864.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)11490원 할인,NCPN0001149,플러스,10445.0
2025-01-01,e-영업1,[WEEKEND SALE] 플러스 7% 쿠폰,CPN1154209,플러스,10255.0
2025-01-01,e-영업1, 8% 플러스 쿠폰 (8만원 이상/최대 5만원 할인),CPN1131067,플러스,10109.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)10820원 할인,NCPN0001082,플러스,9836.0
2025-01-01,e-영업1,[WEEKEND SALE] 플러스 7% 쿠폰,CPN1135178,플러스,9745.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)10630원 할인,NCPN0001063,플러스,9664.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)10450원 할인,NCPN0001045,플러스,9500.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)10070원 할인,NCPN0001007,플러스,9155.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)10000원 할인,NCPN0001000,플러스,9091.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)9670원 할인,NCPN0000967,플러스,8791.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)9040원 할인,NCPN0000904,플러스,8218.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)9030원 할인,NCPN0000903,플러스,8209.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)8990원 할인,NCPN0000899,플러스,8173.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)8990원 할인,NCPN0000899,플러스,8173.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)8980원 할인,NCPN0000898,플러스,8164.0
2025-01-01,e-영업3, 네이버 5% 플러스 쿠폰 (최대 5만원 할인),CPN1131019,플러스,7918.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)8270원 할인,NCPN0000827,플러스,7518.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)8240원 할인,NCPN0000824,플러스,7491.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)3880원 할인,NCPN0000388,플러스,7055.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)7500원 할인,NCPN0000750,플러스,6818.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)7350원 할인,NCPN0000735,플러스,6682.0
2025-01-01,e-영업2, 8% 플러스 쿠폰 (8만원 이상/최대 5만원 할인),CPN1131067,플러스,6636.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)7150원 할인,NCPN0000715,플러스,6500.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)6940원 할인,NCPN0000694,플러스,6309.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)6170원 할인,NCPN0000617,플러스,5609.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)5980원 할인,NCPN0000598,플러스,5436.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)5840원 할인,NCPN0000584,플러스,5309.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)5460원 할인,NCPN0000546,플러스,4964.0
2025-01-01,e-영업2, 5% 플러스 쿠폰 (최대 5만원 할인),CPN1131032,플러스,4909.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)5220원 할인,NCPN0000522,플러스,4745.0
2025-01-01,e-영업3,[WEEKEND SALE] 플러스 7% 쿠폰,CPN1153736,플러스,4127.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)4120원 할인,NCPN0000412,플러스,3745.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)3290원 할인,NCPN0000329,플러스,2991.0
2025-01-01,e-영업3,[WEEKEND SALE] 플러스 7% 쿠폰,CPN1135178,플러스,2282.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)2410원 할인,NCPN0000241,플러스,2191.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)980원 할인,NCPN0000098,플러스,891.0
2025-01-01,e-영업2,(제휴 최저가 자동 쿠폰)10원 할인,NCPN0000001,플러스,9.0
2025-01-01,e-영업3,네이버 5%추가할인 (키즈) -업체,CPN798781,플러스,-8845.0
2025-01-01,e-영업1,[아듀세일] 10% 플러스쿠폰,CPN1111991,플러스,-19573.0
2025-01-01,e-영업2,[블랙프라이데이]  네이버쇼핑 10% 플러스 쿠폰,CPN1052666,플러스,-21909.0
2025-01-01,e-영업1,(제휴 최저가 자동 쿠폰)29550원 할인,NCPN0002955,플러스,-26864.0
2025-01-01,e-영업2,[아듀세일] 10% 플러스쿠폰,CPN1111991,플러스,-68618.0
2025-01-01,e-영업1,네이버쇼핑 7% 추가할인(남성),CPN511518,플러스,-307591.0
2025-01-01,e-영업1,[아듀세일] 네이버 10% 플러스쿠폰,CPN1111988,플러스,-325564.0
2025-01-01,e-영업3,네이버쇼핑 추가할인 (e-명품_대상: 입점업체),CPN407983,플러스,-381900.0
2025-01-01,e-영업2,[아듀세일] 네이버 10% 플러스쿠폰,CPN1111988,플러스,-619182.0
2025-02-01,e-영업1,[제휴전용] 12% 할인(IE),CPN703554,일반,1135236.0
2025-02-01,e-영업2,[제휴전용] 10%추가할인 (이월 ACC),CPN383518,플러스,15688382.0
2025-02-01,e-영업2,[제휴전용] 7%추가할인 (이월 남성),CPN409203,플러스,12698745.0
2025-02-01,e-영업2,[제휴전용] 9%추가할인 (이월 여성),CPN409202,플러스,9387673.0
2025-02-01,e-영업2,[제휴전용] 7%추가할인 (이월 여성),CPN409201,플러스,7824127.0
2025-02-01,e-영업3,네이버쇼핑 추가할인 (e-명품_대상: 입점업체),CPN407983,플러스,3328218.0
2025-02-01,e-영업2,[제휴전용] 9%추가할인 (이월 남성),CPN409204,플러스,3118082.0
2025-02-01,e-영업1,[제휴전용] 10%추가할인 (골프/스포츠),CPN413857,플러스,2646991.0
2025-02-01,e-영업2,[제휴전용] 8%추가할인 (이월 골프),CPN383905,플러스,1410227.0
2025-02-01,e-영업2, 네이버 10% 플러스 쿠폰 (15만원 이상),CPN1164758,플러스,1167109.0
2025-02-01,e-영업2,[제휴전용] 8%추가할인 (이월 슈즈),CPN384029,플러스,1142700.0
2025-02-01,e-영업2,[제휴할인] 5%추가할인 (이월 남성),CPN383907,플러스,1086673.0
2025-02-01,e-영업2,[제휴전용] 4%추가할인 (이월 여성),CPN384742,플러스,572345.0
2025-02-01,e-영업2,[제휴전용] 8% 추가할인 (이월 골프),CPN514212,플러스,469918.0
2025-02-01,e-영업1,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1168395,플러스,421691.0
2025-02-01,e-영업1,[트렌드프리뷰] 네이버 10% 플러스쿠폰 (의류),CPN1179810,플러스,413964.0
2025-02-01,e-영업1, 네이버 10% 플러스 쿠폰 (15만원 이상),CPN1164758,플러스,376882.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)10990원 할인,NCPN0001099,플러스,289736.0
2025-02-01,e-영업1,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1184041,플러스,247355.0
2025-02-01,e-영업1,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1175883,플러스,194009.0
2025-02-01,e-영업2,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1175883,플러스,193291.0
2025-02-01,e-영업2,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1168395,플러스,192973.0
2025-02-01,e-영업2,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1184041,플러스,140955.0
2025-02-01,e-영업1,"[트렌드프리뷰] 네이버 10% 플러스쿠폰 (잡화,슈즈,골프,스포츠)",CPN1179813,플러스,138191.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)9960원 할인,NCPN0000996,플러스,135818.0
2025-02-01,e-영업1,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1154205,플러스,132191.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)9040원 할인,NCPN0000904,플러스,123273.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)10720원 할인,NCPN0001072,플러스,116945.0
2025-02-01,e-영업1,[트렌드프리뷰] 네이버 5% 플러스쿠폰,CPN1179807,플러스,94755.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)6060원 할인,NCPN0000606,플러스,93655.0
2025-02-01,e-영업1, 10% 플러스 쿠폰 (15만원 이상),CPN1164766,플러스,90909.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)9730원 할인,NCPN0000973,플러스,88455.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)31330원 할인,NCPN0003133,플러스,85445.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)8960원 할인,NCPN0000896,플러스,81455.0
2025-02-01,e-영업2,[제휴전용] 5%추가할인 (이월 ACC),CPN509567,플러스,77464.0
2025-02-01,e-영업2, 10% 플러스 쿠폰 (15만원 이상),CPN1164766,플러스,77209.0
2025-02-01,e-영업2, 네이버 8% 플러스 쿠폰 (8만원 이상),CPN1164768,플러스,74364.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)27070원 할인,NCPN0002707,플러스,73827.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)19910원 할인,NCPN0001991,플러스,72400.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)17560원 할인,NCPN0001756,플러스,63855.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)13810원 할인,NCPN0001381,플러스,62773.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)13440원 할인,NCPN0001344,플러스,61091.0
2025-02-01,e-영업3,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1175880,플러스,60400.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)31560원 할인,NCPN0003156,플러스,57382.0
2025-02-01,e-영업3,[WEEKEND SALE] 네이버 플러스 7% 쿠폰,CPN1168395,플러스,57155.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)6770원 할인,NCPN0000677,플러스,55391.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)20130원 할인,NCPN0002013,플러스,54900.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)30020원 할인,NCPN0003002,플러스,54582.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)5930원 할인,NCPN0000593,플러스,53909.0
2025-02-01,e-영업2,[WEEKEND SALE] 플러스 7% 쿠폰,CPN1168404,플러스,49782.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)54120원 할인,NCPN0005412,플러스,49200.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)17560원 할인,NCPN0001756,플러스,47891.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)12650원 할인,NCPN0001265,플러스,46000.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)25100원 할인,NCPN0002510,플러스,45636.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)12300원 할인,NCPN0001230,플러스,44727.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)15810원 할인,NCPN0001581,플러스,43118.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)15650원 할인,NCPN0001565,플러스,42682.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)15060원 할인,NCPN0001506,플러스,41073.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)15040원 할인,NCPN0001504,플러스,41018.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)21520원 할인,NCPN0002152,플러스,39127.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)7150원 할인,NCPN0000715,플러스,39000.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)41420원 할인,NCPN0004142,플러스,37655.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)20490원 할인,NCPN0002049,플러스,37255.0
2025-02-01,e-영업2,[WEEKEND SALE] 플러스 7% 쿠폰,CPN1154209,플러스,37164.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)20150원 할인,NCPN0002015,플러스,36636.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)19970원 할인,NCPN0001997,플러스,36309.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)19870원 할인,NCPN0001987,플러스,36127.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)13170원 할인,NCPN0001317,플러스,35918.0
2025-02-01,e-영업1,[WEEKEND SALE] 플러스 7% 쿠폰,CPN1176750,플러스,34645.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)12650원 할인,NCPN0001265,플러스,34500.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)36820원 할인,NCPN0003682,플러스,33473.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)7310원 할인,NCPN0000731,플러스,33227.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)18260원 할인,NCPN0001826,플러스,33200.0
2025-02-01,e-영업1,(제휴 최저가 자동 쿠폰)18230원 할인,NCPN0001823,플러스,33145.0
2025-02-01,e-영업2,(제휴 최저가 자동 쿠폰)11950원 할인,NCPN0001195,플러스,32591.0
