날짜,BPU,쿠폰ID,쿠폰명,쿠폰유형,쿠폰할인
2025-04-09,e-영업2,NCPN0002483,(제휴 최저가 자동 쿠폰)24830원 할인,플러스,22573.0
2025-04-09,e-영업2,NCPN0002632,(제휴 최저가 자동 쿠폰)26320원 할인,플러스,-23927.0
2025-04-09,e-영업2,NCPN0002801,(제휴 최저가 자동 쿠폰)28010원 할인,플러스,-25464.0
2025-04-10,e-영업1,CPN703554,[제휴전용] 12% 할인(IE),일반,55791.0
2025-04-10,e-영업1,CPN413857,[제휴전용] 10%추가할인 (골프/스포츠),플러스,22200.0
2025-04-10,e-영업1,CPN1246441,[제휴] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,-10436.0
2025-04-10,e-영업1,CPN1253101,[제휴] [L+DAY] 10% 플러스 쿠폰(15만원 이상/최대 3만원),플러스,55664.0
2025-04-10,e-영업1,NCPN0000751,(제휴 최저가 자동 쿠폰)7510원 할인,플러스,6827.0
2025-04-10,e-영업1,NCPN0000795,(제휴 최저가 자동 쿠폰)7950원 할인,플러스,7227.0
2025-04-10,e-영업1,NCPN0001243,(제휴 최저가 자동 쿠폰)12430원 할인,플러스,-11300.0
2025-04-10,e-영업1,NCPN0002905,(제휴 최저가 자동 쿠폰)29050원 할인,플러스,79227.0
2025-04-10,e-영업1,NCPN0003963,(제휴 최저가 자동 쿠폰)39630원 할인,플러스,36027.0
2025-04-10,e-영업2,CPN383518,[제휴전용] 10%추가할인 (이월 ACC),플러스,663245.0
2025-04-10,e-영업2,CPN383905,[제휴전용] 8%추가할인 (이월 골프),플러스,71991.0
2025-04-10,e-영업2,CPN383907,[제휴할인] 5%추가할인 (이월 남성),플러스,85700.0
2025-04-10,e-영업2,CPN384029,[제휴전용] 8%추가할인 (이월 슈즈),플러스,118673.0
2025-04-10,e-영업2,CPN384742,[제휴전용] 4%추가할인 (이월 여성),플러스,25309.0
2025-04-10,e-영업2,CPN409201,[제휴전용] 7%추가할인 (이월 여성),플러스,526955.0
2025-04-10,e-영업2,CPN409202,[제휴전용] 9%추가할인 (이월 여성),플러스,424018.0
2025-04-10,e-영업2,CPN409203,[제휴전용] 7%추가할인 (이월 남성),플러스,822218.0
2025-04-10,e-영업2,CPN409204,[제휴전용] 9%추가할인 (이월 남성),플러스,-101864.0
2025-04-10,e-영업2,CPN514212,[제휴전용] 8% 추가할인 (이월 골프),플러스,-6527.0
2025-04-10,e-영업2,CPN1253101,[제휴] [L+DAY] 10% 플러스 쿠폰(15만원 이상/최대 3만원),플러스,67618.0
2025-04-10,e-영업2,CPN1253147,[제휴] [L+DAY] 5% 플러스 쿠폰 (최대 3만원 할인),플러스,436.0
2025-04-10,e-영업2,NCPN0000228,(제휴 최저가 자동 쿠폰)2280원 할인,플러스,-2073.0
2025-04-10,e-영업2,NCPN0000438,(제휴 최저가 자동 쿠폰)4380원 할인,플러스,3982.0
2025-04-10,e-영업2,NCPN0000446,(제휴 최저가 자동 쿠폰)4460원 할인,플러스,4055.0
2025-04-10,e-영업2,NCPN0000609,(제휴 최저가 자동 쿠폰)6090원 할인,플러스,16609.0
2025-04-10,e-영업2,NCPN0000824,(제휴 최저가 자동 쿠폰)8240원 할인,플러스,-7491.0
2025-04-10,e-영업2,NCPN0000897,(제휴 최저가 자동 쿠폰)8970원 할인,플러스,16309.0
2025-04-10,e-영업2,NCPN0000967,(제휴 최저가 자동 쿠폰)9670원 할인,플러스,8791.0
2025-04-10,e-영업2,NCPN0001060,(제휴 최저가 자동 쿠폰)10600원 할인,플러스,9636.0
2025-04-10,e-영업2,NCPN0001072,(제휴 최저가 자동 쿠폰)10720원 할인,플러스,-9745.0
2025-04-10,e-영업2,NCPN0001437,(제휴 최저가 자동 쿠폰)14370원 할인,플러스,13064.0
2025-04-10,e-영업2,NCPN0001506,(제휴 최저가 자동 쿠폰)15060원 할인,플러스,-27382.0
2025-04-10,e-영업2,NCPN0001612,(제휴 최저가 자동 쿠폰)16120원 할인,플러스,14655.0
2025-04-10,e-영업2,NCPN0001796,(제휴 최저가 자동 쿠폰)17960원 할인,플러스,16327.0
2025-04-10,e-영업2,NCPN0001908,(제휴 최저가 자동 쿠폰)19080원 할인,플러스,17345.0
2025-04-10,e-영업2,NCPN0002026,(제휴 최저가 자동 쿠폰)20260원 할인,플러스,18418.0
2025-04-10,e-영업2,NCPN0005412,(제휴 최저가 자동 쿠폰)54120원 할인,플러스,-49200.0
2025-04-11,e-영업1,CPN703554,[제휴전용] 12% 할인(IE),일반,42482.0
2025-04-11,e-영업1,CPN413857,[제휴전용] 10%추가할인 (골프/스포츠),플러스,31736.0
2025-04-11,e-영업1,CPN1256785,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,40764.0
2025-04-11,e-영업1,NCPN0000001,(제휴 최저가 자동 쿠폰)10원 할인,플러스,9.0
2025-04-11,e-영업1,NCPN0000329,(제휴 최저가 자동 쿠폰)3290원 할인,플러스,2991.0
2025-04-11,e-영업1,NCPN0000751,(제휴 최저가 자동 쿠폰)7510원 할인,플러스,13655.0
2025-04-11,e-영업1,NCPN0001072,(제휴 최저가 자동 쿠폰)10720원 할인,플러스,9745.0
2025-04-11,e-영업1,NCPN0001756,(제휴 최저가 자동 쿠폰)17560원 할인,플러스,15964.0
2025-04-11,e-영업1,NCPN0002905,(제휴 최저가 자동 쿠폰)29050원 할인,플러스,26409.0
2025-04-11,e-영업2,CPN383518,[제휴전용] 10%추가할인 (이월 ACC),플러스,309609.0
2025-04-11,e-영업2,CPN383905,[제휴전용] 8%추가할인 (이월 골프),플러스,1791.0
2025-04-11,e-영업2,CPN383907,[제휴할인] 5%추가할인 (이월 남성),플러스,121027.0
2025-04-11,e-영업2,CPN384029,[제휴전용] 8%추가할인 (이월 슈즈),플러스,153682.0
2025-04-11,e-영업2,CPN384742,[제휴전용] 4%추가할인 (이월 여성),플러스,16209.0
2025-04-11,e-영업2,CPN409201,[제휴전용] 7%추가할인 (이월 여성),플러스,319327.0
2025-04-11,e-영업2,CPN409202,[제휴전용] 9%추가할인 (이월 여성),플러스,429964.0
2025-04-11,e-영업2,CPN409203,[제휴전용] 7%추가할인 (이월 남성),플러스,833964.0
2025-04-11,e-영업2,CPN409204,[제휴전용] 9%추가할인 (이월 남성),플러스,525882.0
2025-04-11,e-영업2,CPN1246441,[제휴] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,-3882.0
2025-04-11,e-영업2,CPN1256785,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,5409.0
2025-04-11,e-영업2,NCPN0000546,(제휴 최저가 자동 쿠폰)5460원 할인,플러스,4964.0
2025-04-11,e-영업2,NCPN0000648,(제휴 최저가 자동 쿠폰)6480원 할인,플러스,5891.0
2025-04-11,e-영업2,NCPN0000755,(제휴 최저가 자동 쿠폰)7550원 할인,플러스,6864.0
2025-04-11,e-영업2,NCPN0000997,(제휴 최저가 자동 쿠폰)9970원 할인,플러스,-18127.0
2025-04-11,e-영업2,NCPN0001060,(제휴 최저가 자동 쿠폰)10600원 할인,플러스,9636.0
2025-04-11,e-영업2,NCPN0001072,(제휴 최저가 자동 쿠폰)10720원 할인,플러스,9745.0
2025-04-11,e-영업2,NCPN0001108,(제휴 최저가 자동 쿠폰)11080원 할인,플러스,-10073.0
2025-04-11,e-영업2,NCPN0001344,(제휴 최저가 자동 쿠폰)13440원 할인,플러스,-12218.0
2025-04-11,e-영업2,NCPN0001362,(제휴 최저가 자동 쿠폰)13620원 할인,플러스,24764.0
2025-04-11,e-영업2,NCPN0002052,(제휴 최저가 자동 쿠폰)20520원 할인,플러스,18655.0
2025-04-11,e-영업2,NCPN0002257,(제휴 최저가 자동 쿠폰)22570원 할인,플러스,20518.0
2025-04-11,e-영업2,NCPN0003309,(제휴 최저가 자동 쿠폰)33090원 할인,플러스,30082.0
2025-04-12,e-영업1,CPN703554,[제휴전용] 12% 할인(IE),일반,56727.0
2025-04-12,e-영업1,CPN1246441,[제휴] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,-1336.0
2025-04-12,e-영업1,CPN1256785,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,49500.0
2025-04-12,e-영업1,NCPN0000714,(제휴 최저가 자동 쿠폰)7140원 할인,플러스,19473.0
2025-04-12,e-영업1,NCPN0000724,(제휴 최저가 자동 쿠폰)7240원 할인,플러스,6582.0
2025-04-12,e-영업1,NCPN0001243,(제휴 최저가 자동 쿠폰)12430원 할인,플러스,11300.0
2025-04-12,e-영업1,NCPN0001599,(제휴 최저가 자동 쿠폰)15990원 할인,플러스,-14536.0
2025-04-12,e-영업1,NCPN0001981,(제휴 최저가 자동 쿠폰)19810원 할인,플러스,36018.0
2025-04-12,e-영업1,NCPN0002905,(제휴 최저가 자동 쿠폰)29050원 할인,플러스,132045.0
2025-04-12,e-영업2,CPN383518,[제휴전용] 10%추가할인 (이월 ACC),플러스,598527.0
2025-04-12,e-영업2,CPN383905,[제휴전용] 8%추가할인 (이월 골프),플러스,28645.0
2025-04-12,e-영업2,CPN383907,[제휴할인] 5%추가할인 (이월 남성),플러스,-9345.0
2025-04-12,e-영업2,CPN384029,[제휴전용] 8%추가할인 (이월 슈즈),플러스,59800.0
2025-04-12,e-영업2,CPN384742,[제휴전용] 4%추가할인 (이월 여성),플러스,11345.0
2025-04-12,e-영업2,CPN409201,[제휴전용] 7%추가할인 (이월 여성),플러스,470436.0
2025-04-12,e-영업2,CPN409202,[제휴전용] 9%추가할인 (이월 여성),플러스,403527.0
2025-04-12,e-영업2,CPN409203,[제휴전용] 7%추가할인 (이월 남성),플러스,937127.0
2025-04-12,e-영업2,CPN409204,[제휴전용] 9%추가할인 (이월 남성),플러스,222627.0
2025-04-12,e-영업2,CPN1253101,[제휴] [L+DAY] 10% 플러스 쿠폰(15만원 이상/최대 3만원),플러스,-40327.0
2025-04-12,e-영업2,CPN1256785,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,29327.0
2025-04-12,e-영업2,NCPN0000372,(제휴 최저가 자동 쿠폰)3720원 할인,플러스,3382.0
2025-04-12,e-영업2,NCPN0000522,(제휴 최저가 자동 쿠폰)5220원 할인,플러스,4745.0
2025-04-12,e-영업2,NCPN0000553,(제휴 최저가 자동 쿠폰)5530원 할인,플러스,5027.0
2025-04-12,e-영업2,NCPN0000589,(제휴 최저가 자동 쿠폰)5890원 할인,플러스,5355.0
2025-04-12,e-영업2,NCPN0000648,(제휴 최저가 자동 쿠폰)6480원 할인,플러스,5891.0
2025-04-12,e-영업2,NCPN0000694,(제휴 최저가 자동 쿠폰)6940원 할인,플러스,-6309.0
2025-04-12,e-영업2,NCPN0000709,(제휴 최저가 자동 쿠폰)7090원 할인,플러스,12891.0
2025-04-12,e-영업2,NCPN0000827,(제휴 최저가 자동 쿠폰)8270원 할인,플러스,15036.0
2025-04-12,e-영업2,NCPN0000859,(제휴 최저가 자동 쿠폰)8590원 할인,플러스,15618.0
2025-04-12,e-영업2,NCPN0000902,(제휴 최저가 자동 쿠폰)9020원 할인,플러스,8200.0
2025-04-12,e-영업2,NCPN0001062,(제휴 최저가 자동 쿠폰)10620원 할인,플러스,9655.0
2025-04-12,e-영업2,NCPN0001288,(제휴 최저가 자동 쿠폰)12880원 할인,플러스,23418.0
2025-04-12,e-영업2,NCPN0001362,(제휴 최저가 자동 쿠폰)13620원 할인,플러스,12382.0
2025-04-12,e-영업2,NCPN0001466,(제휴 최저가 자동 쿠폰)14660원 할인,플러스,-13327.0
2025-04-12,e-영업2,NCPN0001469,(제휴 최저가 자동 쿠폰)14690원 할인,플러스,13355.0
2025-04-12,e-영업2,NCPN0001522,(제휴 최저가 자동 쿠폰)15220원 할인,플러스,13836.0
2025-04-12,e-영업2,NCPN0001720,(제휴 최저가 자동 쿠폰)17200원 할인,플러스,15636.0
2025-04-12,e-영업2,NCPN0001823,(제휴 최저가 자동 쿠폰)18230원 할인,플러스,16573.0
2025-04-12,e-영업2,NCPN0003006,(제휴 최저가 자동 쿠폰)30060원 할인,플러스,27327.0
2025-04-13,e-영업1,CPN703554,[제휴전용] 12% 할인(IE),일반,55155.0
2025-04-13,e-영업1,CPN413857,[제휴전용] 10%추가할인 (골프/스포츠),플러스,36327.0
2025-04-13,e-영업1,CPN1256785,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,100500.0
2025-04-13,e-영업1,NCPN0000606,(제휴 최저가 자동 쿠폰)6060원 할인,플러스,5509.0
2025-04-13,e-영업1,NCPN0000751,(제휴 최저가 자동 쿠폰)7510원 할인,플러스,13655.0
2025-04-13,e-영업1,NCPN0000827,(제휴 최저가 자동 쿠폰)8270원 할인,플러스,7518.0
2025-04-13,e-영업1,NCPN0000980,(제휴 최저가 자동 쿠폰)9800원 할인,플러스,17818.0
2025-04-13,e-영업1,NCPN0001007,(제휴 최저가 자동 쿠폰)10070원 할인,플러스,9155.0
2025-04-13,e-영업1,NCPN0001082,(제휴 최저가 자동 쿠폰)10820원 할인,플러스,9836.0
2025-04-13,e-영업1,NCPN0001243,(제휴 최저가 자동 쿠폰)12430원 할인,플러스,11300.0
2025-04-13,e-영업1,NCPN0002369,(제휴 최저가 자동 쿠폰)23690원 할인,플러스,21536.0
2025-04-13,e-영업1,NCPN0002417,(제휴 최저가 자동 쿠폰)24170원 할인,플러스,43945.0
2025-04-13,e-영업1,NCPN0002905,(제휴 최저가 자동 쿠폰)29050원 할인,플러스,26409.0
2025-04-13,e-영업2,CPN383518,[제휴전용] 10%추가할인 (이월 ACC),플러스,732982.0
2025-04-13,e-영업2,CPN383905,[제휴전용] 8%추가할인 (이월 골프),플러스,156264.0
2025-04-13,e-영업2,CPN383907,[제휴할인] 5%추가할인 (이월 남성),플러스,312527.0
2025-04-13,e-영업2,CPN384029,[제휴전용] 8%추가할인 (이월 슈즈),플러스,130145.0
2025-04-13,e-영업2,CPN384742,[제휴전용] 4%추가할인 (이월 여성),플러스,21627.0
2025-04-13,e-영업2,CPN409201,[제휴전용] 7%추가할인 (이월 여성),플러스,706555.0
2025-04-13,e-영업2,CPN409202,[제휴전용] 9%추가할인 (이월 여성),플러스,219064.0
2025-04-13,e-영업2,CPN409203,[제휴전용] 7%추가할인 (이월 남성),플러스,1177000.0
2025-04-13,e-영업2,CPN409204,[제휴전용] 9%추가할인 (이월 남성),플러스,344664.0
2025-04-13,e-영업2,CPN514212,[제휴전용] 8% 추가할인 (이월 골프),플러스,5445.0
2025-04-13,e-영업2,CPN1256785,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,70091.0
2025-04-13,e-영업2,NCPN0000586,(제휴 최저가 자동 쿠폰)5860원 할인,플러스,5327.0
2025-04-13,e-영업2,NCPN0000598,(제휴 최저가 자동 쿠폰)5980원 할인,플러스,5436.0
2025-04-13,e-영업2,NCPN0000618,(제휴 최저가 자동 쿠폰)6180원 할인,플러스,5618.0
2025-04-13,e-영업2,NCPN0000641,(제휴 최저가 자동 쿠폰)6410원 할인,플러스,5827.0
2025-04-13,e-영업2,NCPN0000803,(제휴 최저가 자동 쿠폰)8030원 할인,플러스,7300.0
2025-04-13,e-영업2,NCPN0000805,(제휴 최저가 자동 쿠폰)8050원 할인,플러스,7318.0
2025-04-13,e-영업2,NCPN0000807,(제휴 최저가 자동 쿠폰)8070원 할인,플러스,7336.0
2025-04-13,e-영업2,NCPN0000903,(제휴 최저가 자동 쿠폰)9030원 할인,플러스,8209.0
2025-04-13,e-영업2,NCPN0000917,(제휴 최저가 자동 쿠폰)9170원 할인,플러스,8336.0
2025-04-13,e-영업2,NCPN0000967,(제휴 최저가 자동 쿠폰)9670원 할인,플러스,35164.0
2025-04-13,e-영업2,NCPN0000970,(제휴 최저가 자동 쿠폰)9700원 할인,플러스,35273.0
2025-04-13,e-영업2,NCPN0001073,(제휴 최저가 자동 쿠폰)10730원 할인,플러스,9755.0
2025-04-13,e-영업2,NCPN0001288,(제휴 최저가 자동 쿠폰)12880원 할인,플러스,11709.0
2025-04-13,e-영업2,NCPN0001362,(제휴 최저가 자동 쿠폰)13620원 할인,플러스,12382.0
2025-04-13,e-영업2,NCPN0001577,(제휴 최저가 자동 쿠폰)15770원 할인,플러스,14336.0
2025-04-13,e-영업2,NCPN0001841,(제휴 최저가 자동 쿠폰)18410원 할인,플러스,33473.0
2025-04-13,e-영업2,NCPN0001959,(제휴 최저가 자동 쿠폰)19590원 할인,플러스,17809.0
2025-04-14,e-영업1,CPN703554,[제휴전용] 12% 할인(IE),일반,30164.0
2025-04-14,e-영업1,CPN1253101,[제휴] [L+DAY] 10% 플러스 쿠폰(15만원 이상/최대 3만원),플러스,-53709.0
2025-04-14,e-영업1,CPN1256785,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,15791.0
2025-04-14,e-영업1,NCPN0000515,(제휴 최저가 자동 쿠폰)5150원 할인,플러스,4682.0
2025-04-14,e-영업1,NCPN0000606,(제휴 최저가 자동 쿠폰)6060원 할인,플러스,11018.0
2025-04-14,e-영업1,NCPN0000677,(제휴 최저가 자동 쿠폰)6770원 할인,플러스,-6155.0
2025-04-14,e-영업1,NCPN0000873,(제휴 최저가 자동 쿠폰)8730원 할인,플러스,-7936.0
2025-04-14,e-영업1,NCPN0000980,(제휴 최저가 자동 쿠폰)9800원 할인,플러스,8909.0
2025-04-14,e-영업1,NCPN0002417,(제휴 최저가 자동 쿠폰)24170원 할인,플러스,21973.0
2025-04-14,e-영업2,CPN383518,[제휴전용] 10%추가할인 (이월 ACC),플러스,834945.0
2025-04-14,e-영업2,CPN383905,[제휴전용] 8%추가할인 (이월 골프),플러스,65964.0
2025-04-14,e-영업2,CPN383907,[제휴할인] 5%추가할인 (이월 남성),플러스,110627.0
2025-04-14,e-영업2,CPN384029,[제휴전용] 8%추가할인 (이월 슈즈),플러스,98318.0
2025-04-14,e-영업2,CPN384742,[제휴전용] 4%추가할인 (이월 여성),플러스,20618.0
2025-04-14,e-영업2,CPN409201,[제휴전용] 7%추가할인 (이월 여성),플러스,447691.0
2025-04-14,e-영업2,CPN409202,[제휴전용] 9%추가할인 (이월 여성),플러스,133427.0
2025-04-14,e-영업2,CPN409203,[제휴전용] 7%추가할인 (이월 남성),플러스,382636.0
2025-04-14,e-영업2,CPN409204,[제휴전용] 9%추가할인 (이월 남성),플러스,251791.0
2025-04-14,e-영업2,CPN514212,[제휴전용] 8% 추가할인 (이월 골프),플러스,15773.0
2025-04-14,e-영업2,CPN1253101,[제휴] [L+DAY] 10% 플러스 쿠폰(15만원 이상/최대 3만원),플러스,-25591.0
2025-04-14,e-영업2,CPN1253142,[제휴] [L+DAY] 7% 플러스 쿠폰(8만원 이상/최대 3만원),플러스,-14364.0
2025-04-14,e-영업2,CPN1256785,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,7473.0
2025-04-14,e-영업2,NCPN0000372,(제휴 최저가 자동 쿠폰)3720원 할인,플러스,6764.0
2025-04-14,e-영업2,NCPN0000433,(제휴 최저가 자동 쿠폰)4330원 할인,플러스,3936.0
2025-04-14,e-영업2,NCPN0000803,(제휴 최저가 자동 쿠폰)8030원 할인,플러스,14600.0
2025-04-14,e-영업2,NCPN0000868,(제휴 최저가 자동 쿠폰)8680원 할인,플러스,7891.0
2025-04-14,e-영업2,NCPN0000902,(제휴 최저가 자동 쿠폰)9020원 할인,플러스,8200.0
2025-04-14,e-영업2,NCPN0000967,(제휴 최저가 자동 쿠폰)9670원 할인,플러스,-8791.0
2025-04-14,e-영업2,NCPN0000980,(제휴 최저가 자동 쿠폰)9800원 할인,플러스,17818.0
2025-04-14,e-영업2,NCPN0000996,(제휴 최저가 자동 쿠폰)9960원 할인,플러스,9055.0
2025-04-14,e-영업2,NCPN0001062,(제휴 최저가 자동 쿠폰)10620원 할인,플러스,9655.0
2025-04-14,e-영업2,NCPN0001177,(제휴 최저가 자동 쿠폰)11770원 할인,플러스,10700.0
2025-04-14,e-영업2,NCPN0001255,(제휴 최저가 자동 쿠폰)12550원 할인,플러스,11409.0
2025-04-14,e-영업2,NCPN0001288,(제휴 최저가 자동 쿠폰)12880원 할인,플러스,11709.0
2025-04-14,e-영업2,NCPN0001370,(제휴 최저가 자동 쿠폰)13700원 할인,플러스,12455.0
2025-04-14,e-영업2,NCPN0001437,(제휴 최저가 자동 쿠폰)14370원 할인,플러스,13064.0
2025-04-14,e-영업2,NCPN0001469,(제휴 최저가 자동 쿠폰)14690원 할인,플러스,26709.0
2025-04-14,e-영업2,NCPN0001659,(제휴 최저가 자동 쿠폰)16590원 할인,플러스,30164.0
2025-04-14,e-영업2,NCPN0001864,(제휴 최저가 자동 쿠폰)18640원 할인,플러스,33891.0
2025-04-14,e-영업2,NCPN0001956,(제휴 최저가 자동 쿠폰)19560원 할인,플러스,17782.0
2025-04-14,e-영업2,NCPN0002502,(제휴 최저가 자동 쿠폰)25020원 할인,플러스,22745.0
2025-04-14,e-영업2,NCPN0002671,(제휴 최저가 자동 쿠폰)26710원 할인,플러스,24282.0
2025-04-14,e-영업2,NCPN0003006,(제휴 최저가 자동 쿠폰)30060원 할인,플러스,27327.0
2025-04-15,e-영업1,CPN703554,[제휴전용] 12% 할인(IE),일반,38900.0
2025-04-15,e-영업1,CPN1246441,[제휴] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,-6218.0
2025-04-15,e-영업1,CPN1253101,[제휴] [L+DAY] 10% 플러스 쿠폰(15만원 이상/최대 3만원),플러스,-29191.0
2025-04-15,e-영업1,CPN1253142,[제휴] [L+DAY] 7% 플러스 쿠폰(8만원 이상/최대 3만원),플러스,-8709.0
2025-04-15,e-영업1,NCPN0000980,(제휴 최저가 자동 쿠폰)9800원 할인,플러스,8909.0
2025-04-15,e-영업1,NCPN0001775,(제휴 최저가 자동 쿠폰)17750원 할인,플러스,16136.0
2025-04-15,e-영업1,NCPN0001826,(제휴 최저가 자동 쿠폰)18260원 할인,플러스,33200.0
2025-04-15,e-영업1,NCPN0001956,(제휴 최저가 자동 쿠폰)19560원 할인,플러스,17782.0
2025-04-15,e-영업1,NCPN0001970,(제휴 최저가 자동 쿠폰)19700원 할인,플러스,35818.0
2025-04-15,e-영업1,NCPN0001981,(제휴 최저가 자동 쿠폰)19810원 할인,플러스,18009.0
2025-04-15,e-영업1,NCPN0003016,(제휴 최저가 자동 쿠폰)30160원 할인,플러스,27418.0
2025-04-15,e-영업2,CPN383518,[제휴전용] 10%추가할인 (이월 ACC),플러스,719209.0
2025-04-15,e-영업2,CPN383905,[제휴전용] 8%추가할인 (이월 골프),플러스,34673.0
2025-04-15,e-영업2,CPN383907,[제휴할인] 5%추가할인 (이월 남성),플러스,-8036.0
2025-04-15,e-영업2,CPN384029,[제휴전용] 8%추가할인 (이월 슈즈),플러스,209609.0
2025-04-15,e-영업2,CPN384742,[제휴전용] 4%추가할인 (이월 여성),플러스,8118.0
2025-04-15,e-영업2,CPN409201,[제휴전용] 7%추가할인 (이월 여성),플러스,117427.0
2025-04-15,e-영업2,CPN409202,[제휴전용] 9%추가할인 (이월 여성),플러스,161855.0
2025-04-15,e-영업2,CPN409203,[제휴전용] 7%추가할인 (이월 남성),플러스,481518.0
2025-04-15,e-영업2,CPN409204,[제휴전용] 9%추가할인 (이월 남성),플러스,116364.0
2025-04-15,e-영업2,CPN514212,[제휴전용] 8% 추가할인 (이월 골프),플러스,40445.0
2025-04-15,e-영업2,CPN1253101,[제휴] [L+DAY] 10% 플러스 쿠폰(15만원 이상/최대 3만원),플러스,-73609.0
2025-04-15,e-영업2,CPN1253142,[제휴] [L+DAY] 7% 플러스 쿠폰(8만원 이상/최대 3만원),플러스,-7445.0
2025-04-15,e-영업2,NCPN0000001,(제휴 최저가 자동 쿠폰)10원 할인,플러스,9.0
2025-04-15,e-영업2,NCPN0000563,(제휴 최저가 자동 쿠폰)5630원 할인,플러스,5118.0
2025-04-15,e-영업2,NCPN0000603,(제휴 최저가 자동 쿠폰)6030원 할인,플러스,5482.0
2025-04-15,e-영업2,NCPN0000721,(제휴 최저가 자동 쿠폰)7210원 할인,플러스,6555.0
2025-04-15,e-영업2,NCPN0000868,(제휴 최저가 자동 쿠폰)8680원 할인,플러스,7891.0
2025-04-15,e-영업2,NCPN0000873,(제휴 최저가 자동 쿠폰)8730원 할인,플러스,7936.0
2025-04-15,e-영업2,NCPN0000902,(제휴 최저가 자동 쿠폰)9020원 할인,플러스,16400.0
2025-04-15,e-영업2,NCPN0000943,(제휴 최저가 자동 쿠폰)9430원 할인,플러스,8573.0
2025-04-15,e-영업2,NCPN0000970,(제휴 최저가 자동 쿠폰)9700원 할인,플러스,-8818.0
2025-04-15,e-영업2,NCPN0000973,(제휴 최저가 자동 쿠폰)9730원 할인,플러스,8845.0
2025-04-15,e-영업2,NCPN0000996,(제휴 최저가 자동 쿠폰)9960원 할인,플러스,18109.0
2025-04-15,e-영업2,NCPN0001000,(제휴 최저가 자동 쿠폰)10000원 할인,플러스,-9091.0
2025-04-15,e-영업2,NCPN0001060,(제휴 최저가 자동 쿠폰)10600원 할인,플러스,-19273.0
2025-04-15,e-영업2,NCPN0001381,(제휴 최저가 자동 쿠폰)13810원 할인,플러스,12555.0
2025-04-15,e-영업2,NCPN0001437,(제휴 최저가 자동 쿠폰)14370원 할인,플러스,-13064.0
2025-04-15,e-영업2,NCPN0001471,(제휴 최저가 자동 쿠폰)14710원 할인,플러스,13373.0
2025-04-15,e-영업2,NCPN0001720,(제휴 최저가 자동 쿠폰)17200원 할인,플러스,15636.0
2025-04-15,e-영업2,NCPN0001841,(제휴 최저가 자동 쿠폰)18410원 할인,플러스,-16736.0
2025-04-15,e-영업2,NCPN0001864,(제휴 최저가 자동 쿠폰)18640원 할인,플러스,33891.0
2025-04-15,e-영업2,NCPN0001956,(제휴 최저가 자동 쿠폰)19560원 할인,플러스,17782.0
2025-04-15,e-영업2,NCPN0002483,(제휴 최저가 자동 쿠폰)24830원 할인,플러스,-22573.0
2025-04-15,e-영업2,NCPN0003006,(제휴 최저가 자동 쿠폰)30060원 할인,플러스,27327.0
2025-04-16,e-영업1,CPN703554,[제휴전용] 12% 할인(IE),일반,46427.0
2025-04-16,e-영업1,CPN413857,[제휴전용] 10%추가할인 (골프/스포츠),플러스,-2382.0
2025-04-16,e-영업1,CPN1256785,[제휴쿠폰] [WEEKEND SALE] 플러스 5% 쿠폰,플러스,-7445.0
2025-04-16,e-영업1,NCPN0000001,(제휴 최저가 자동 쿠폰)10원 할인,플러스,9.0
2025-04-16,e-영업1,NCPN0000751,(제휴 최저가 자동 쿠폰)7510원 할인,플러스,6827.0
2025-04-16,e-영업1,NCPN0000827,(제휴 최저가 자동 쿠폰)8270원 할인,플러스,7518.0
2025-04-16,e-영업1,NCPN0001007,(제휴 최저가 자동 쿠폰)10070원 할인,플러스,27464.0
2025-04-16,e-영업1,NCPN0001243,(제휴 최저가 자동 쿠폰)12430원 할인,플러스,-11300.0
2025-04-16,e-영업1,NCPN0001381,(제휴 최저가 자동 쿠폰)13810원 할인,플러스,25109.0
2025-04-16,e-영업1,NCPN0001599,(제휴 최저가 자동 쿠폰)15990원 할인,플러스,14536.0
2025-04-16,e-영업1,NCPN0002905,(제휴 최저가 자동 쿠폰)29050원 할인,플러스,-79227.0
2025-04-16,e-영업1,NCPN0003702,(제휴 최저가 자동 쿠폰)37020원 할인,플러스,33655.0
2025-04-16,e-영업2,CPN383518,[제휴전용] 10%추가할인 (이월 ACC),플러스,778064.0
2025-04-16,e-영업2,CPN383905,[제휴전용] 8%추가할인 (이월 골프),플러스,36845.0
2025-04-16,e-영업2,CPN383907,[제휴할인] 5%추가할인 (이월 남성),플러스,46345.0
